Timestamp,Cell_ID,Voltage_V,Current_A,Temperature_C,Cycle_Count,Thermal_Risk,RUL_Cycles
2026-07-23 16:28:23,Cell_36,2.227,21.134,34.51,89,0,1098
2026-07-23 16:28:23,Cell_37,2.225,28.963,38.35,116,0,1066
2026-07-23 16:28:23,Cell_38,2.127,20.879,29.54,152,0,1029
2026-07-23 16:28:23,Cell_39,2.185,46.507,46.02,182,0,1013
2026-07-23 16:28:23,Cell_4,2.197,31.165,37.73,162,0,1035
2026-07-23 16:28:23,Cell_40,2.218,22.608,40.69,143,0,1044
2026-07-23 16:28:23,Cell_41,2.18,14.017,33.93,149,0,1035
2026-07-23 16:28:23,Cell_42,2.127,32.657,34.29,109,0,1076
2026-07-23 16:28:23,Cell_43,2.184,23.541,35.76,151,0,1033
2026-07-23 16:28:23,Cell_44,2.178,30.736,62.59,106,1,1026
2026-07-23 16:28:23,Cell_45,2.222,0.0,25.34,128,0,1069
2026-07-23 16:28:23,Cell_46,2.209,28.119,39.51,71,0,1128
2026-07-23 16:28:23,Cell_47,2.269,25.882,39.51,153,0,1043
2026-07-23 16:28:23,Cell_48,2.176,24.763,34.34,74,0,1117
2026-07-23 16:28:23,Cell_49,2.198,26.582,34.25,150,0,1039
2026-07-23 16:28:23,Cell_5,2.175,13.269,30.39,138,0,1047
2026-07-23 16:28:23,Cell_50,2.109,32.914,39.21,199,0,983
2026-07-23 16:28:23,Cell_51,2.217,23.583,36.71,157,0,1032
2026-07-23 16:28:23,Cell_52,2.254,43.028,40.56,57,0,1136
2026-07-23 16:28:23,Cell_53,2.09,15.69,31.08,145,0,1037
2026-07-23 16:28:23,Cell_54,2.249,23.086,40.75,124,0,1066
2026-07-23 16:28:23,Cell_55,1.844,46.346,87.42,189,2,915
2026-07-23 16:28:23,Cell_6,2.225,35.226,40.14,142,0,1048
2026-07-23 16:28:23,Cell_7,2.236,7.294,34.54,155,0,1030
2026-07-23 16:28:23,Cell_8,2.218,33.022,41.93,107,0,1076
2026-07-23 16:28:23,Cell_9,2.268,29.748,38.21,92,0,1099
2026-07-23 16:30:23,Cell_1,2.153,8.749,26.47,197,0,997
2026-07-23 16:30:23,Cell_10,2.157,21.536,37.31,173,0,1026
2026-07-23 16:30:23,Cell_11,2.16,24.732,63.29,135,1,995
2026-07-23 16:30:23,Cell_12,2.172,18.27,35.6,151,0,1034
2026-07-23 16:30:23,Cell_13,2.3,23.654,37.91,50,0,1146
2026-07-23 16:30:23,Cell_14,2.138,20.472,33.65,126,0,1064
2026-07-23 16:30:23,Cell_15,2.256,33.338,38.58,66,0,1133
2026-07-23 16:30:23,Cell_16,2.196,17.454,32.62,146,0,1054
2026-07-23 16:30:23,Cell_17,2.163,45.54,45.29,191,0,1002
2026-07-23 16:30:23,Cell_18,2.036,19.882,66.88,158,1,949
2026-07-23 16:30:23,Cell_19,2.126,1.689,23.67,130,0,1070
2026-07-23 16:30:23,Cell_2,2.243,21.792,36.59,128,0,1058
2026-07-23 16:30:23,Cell_20,2.276,50.0,46.44,146,0,1041
2026-07-23 16:30:23,Cell_21,2.15,39.129,36.54,60,0,1136
2026-07-23 16:30:23,Cell_22,1.9,50.0,87.35,163,2,948
2026-07-23 16:30:23,Cell_23,2.164,13.547,34.56,154,0,1039
2026-07-23 16:30:23,Cell_24,2.143,24.837,39.46,179,0,1005
2026-07-23 16:30:23,Cell_25,2.285,7.487,21.89,102,0,1094
2026-07-23 16:30:23,Cell_26,2.193,20.031,35.49,197,0,1002
2026-07-23 16:30:23,Cell_27,2.223,33.068,39.93,109,0,1088
2026-07-23 16:30:23,Cell_28,2.231,9.482,24.56,114,0,1080
2026-07-23 16:30:23,Cell_29,2.191,25.503,28.34,94,0,1099
2026-07-23 16:30:23,Cell_3,2.172,27.398,34.27,186,0,995
2026-07-23 16:30:23,Cell_30,2.229,32.784,43.43,94,0,1096
2026-07-23 16:30:23,Cell_31,2.223,23.46,38.25,104,0,1077
2026-07-23 16:30:23,Cell_32,2.206,27.217,28.86,109,0,1083
2026-07-23 16:30:23,Cell_33,2.206,28.124,37.39,85,0,1107
2026-07-23 16:30:23,Cell_34,2.189,15.454,36.83,171,0,1025
2026-07-23 16:30:23,Cell_35,2.166,42.137,43.7,158,0,1027
2026-07-23 16:30:23,Cell_36,2.296,26.968,43.44,89,0,1111
2026-07-23 16:30:23,Cell_37,2.148,19.148,30.3,116,0,1067
2026-07-23 16:30:23,Cell_38,2.11,26.604,35.37,152,0,1032
2026-07-23 16:30:23,Cell_39,2.246,14.64,37.69,182,0,1010
2026-07-23 16:30:23,Cell_4,2.187,24.637,37.65,162,0,1021
2026-07-23 16:30:23,Cell_40,2.171,27.015,32.32,143,0,1038
2026-07-23 16:30:23,Cell_41,2.235,18.283,35.82,149,0,1050
2026-07-23 16:30:23,Cell_42,2.188,35.342,65.15,109,1,1025
2026-07-23 16:30:23,Cell_43,2.245,22.353,36.43,151,0,1039
2026-07-23 16:30:23,Cell_44,2.133,25.293,32.3,106,0,1087
2026-07-23 16:30:23,Cell_45,2.176,49.125,41.54,128,0,1061
2026-07-23 16:30:23,Cell_46,2.226,25.989,32.26,71,0,1127
2026-07-23 16:30:23,Cell_47,2.202,50.0,42.06,153,0,1046
2026-07-23 16:30:23,Cell_48,2.251,28.98,36.86,74,0,1111
2026-07-23 16:30:23,Cell_49,2.177,36.662,38.53,150,0,1035
2026-07-23 16:30:23,Cell_5,2.198,28.809,37.88,138,0,1048
2026-07-23 16:30:23,Cell_50,2.227,28.734,35.59,199,0,984
2026-07-23 16:30:23,Cell_51,2.197,14.585,34.47,157,0,1040
2026-07-23 16:30:23,Cell_52,2.287,8.412,30.83,57,0,1139
2026-07-23 16:30:23,Cell_53,2.194,32.069,40.72,145,0,1049
2026-07-23 16:30:23,Cell_54,2.204,18.426,33.79,124,0,1067
2026-07-23 16:30:23,Cell_55,2.184,28.597,40.26,189,0,1002
2026-07-23 16:30:23,Cell_6,2.219,15.491,29.77,142,0,1056
2026-07-23 16:30:23,Cell_7,2.22,12.01,29.78,155,0,1040
2026-07-23 16:30:23,Cell_8,2.204,10.838,27.23,107,0,1091
2026-07-23 16:30:23,Cell_9,2.201,29.392,40.44,92,0,1108
2026-07-23 16:32:23,Cell_1,2.24,26.706,35.21,197,0,997
2026-07-23 16:32:23,Cell_10,2.239,28.96,37.12,173,0,1014
2026-07-23 16:32:23,Cell_11,2.22,2.5,29.69,135,0,1056
2026-07-23 16:32:23,Cell_12,2.138,23.262,38.34,151,0,1035
2026-07-23 16:32:23,Cell_13,2.136,17.873,35.37,51,0,1136
2026-07-23 16:32:23,Cell_14,2.234,29.354,38.11,127,0,1063
2026-07-23 16:32:23,Cell_15,2.265,29.107,39.76,66,0,1117
2026-07-23 16:32:23,Cell_16,2.238,15.383,33.46,146,0,1043
2026-07-23 16:32:23,Cell_17,2.18,26.042,42.78,191,0,999
2026-07-23 16:32:23,Cell_18,2.227,28.174,36.38,158,0,1036
2026-07-23 16:32:23,Cell_19,2.299,18.402,33.51,130,0,1054
2026-07-23 16:32:23,Cell_2,2.156,35.457,46.97,128,0,1070
2026-07-23 16:32:23,Cell_20,1.844,26.492,82.88,147,2,974
2026-07-23 16:32:23,Cell_21,2.21,2.556,23.71,60,0,1129
2026-07-23 16:32:23,Cell_22,2.104,11.26,29.86,163,0,1024
2026-07-23 16:32:23,Cell_23,2.26,2.383,22.02,154,0,1029
2026-07-23 16:32:23,Cell_24,2.076,12.435,34.47,179,0,1007
2026-07-23 16:32:23,Cell_25,2.3,34.243,36.11,102,0,1087
2026-07-23 16:32:23,Cell_26,2.157,40.786,40.37,197,0,987
2026-07-23 16:32:23,Cell_27,2.237,25.977,35.34,110,0,1082
2026-07-23 16:32:23,Cell_28,2.228,25.175,34.53,114,0,1082
2026-07-23 16:32:23,Cell_29,2.3,46.654,39.4,94,0,1094
2026-07-23 16:32:23,Cell_3,2.232,20.43,35.14,186,0,1009
2026-07-23 16:32:23,Cell_30,2.266,19.977,31.39,94,0,1088
2026-07-23 16:32:23,Cell_31,2.149,16.529,34.09,105,0,1090
2026-07-23 16:32:23,Cell_32,2.21,34.659,39.2,109,0,1076
2026-07-23 16:32:23,Cell_33,2.204,31.952,40.81,85,0,1115
2026-07-23 16:32:23,Cell_34,2.222,12.348,29.01,171,0,1017
2026-07-23 16:32:23,Cell_35,2.224,16.883,38.95,158,0,1035
2026-07-23 16:32:23,Cell_36,2.3,18.68,36.63,89,0,1104
2026-07-23 16:32:23,Cell_37,2.221,39.547,46.9,116,0,1067
2026-07-23 16:32:23,Cell_38,2.234,25.134,32.5,152,0,1037
2026-07-23 16:32:23,Cell_39,2.218,23.504,36.5,183,0,1017
2026-07-23 16:32:23,Cell_4,2.232,34.192,37.83,162,0,1021
2026-07-23 16:32:23,Cell_40,2.187,27.83,37.38,143,0,1048
2026-07-23 16:32:23,Cell_41,2.172,17.963,32.5,149,0,1040
2026-07-23 16:32:23,Cell_42,2.211,26.424,35.28,109,0,1088
2026-07-23 16:32:23,Cell_43,2.191,23.202,31.75,151,0,1034
2026-07-23 16:32:23,Cell_44,2.206,18.362,34.77,106,0,1089
2026-07-23 16:32:23,Cell_45,2.116,10.573,65.06,128,1,992
2026-07-23 16:32:23,Cell_46,2.262,34.421,39.74,71,0,1120
2026-07-23 16:32:23,Cell_47,2.196,20.181,35.91,153,0,1045
2026-07-23 16:32:23,Cell_48,2.167,17.853,30.67,74,0,1113
2026-07-23 16:32:23,Cell_49,2.271,23.558,34.82,150,0,1042
2026-07-23 16:32:23,Cell_5,2.255,43.585,42.82,138,0,1046
2026-07-23 16:32:23,Cell_50,2.187,32.381,37.99,199,0,989
2026-07-23 16:32:23,Cell_51,2.262,19.245,35.6,157,0,1030
2026-07-23 16:32:23,Cell_52,2.217,36.771,41.71,57,0,1142
2026-07-23 16:32:23,Cell_53,2.194,41.686,43.27,145,0,1036
2026-07-23 16:32:23,Cell_54,2.137,24.052,37.5,124,0,1060
2026-07-23 16:32:23,Cell_55,2.195,24.56,32.51,189,0,998
2026-07-23 16:32:23,Cell_6,2.173,19.959,60.0,142,1,1047
2026-07-23 16:32:23,Cell_7,2.154,15.887,34.48,155,0,1043
2026-07-23 16:32:23,Cell_8,2.205,21.399,37.04,107,0,1093
2026-07-23 16:32:23,Cell_9,2.188,40.222,40.5,92,0,1092
2026-07-23 16:34:23,Cell_1,2.197,20.736,34.66,197,0,1000
2026-07-23 16:34:23,Cell_10,2.192,35.32,39.54,173,0,1014
2026-07-23 16:34:23,Cell_11,2.192,15.774,37.56,135,0,1046
2026-07-23 16:34:23,Cell_12,2.237,1.856,28.1,151,0,1032
2026-07-23 16:34:23,Cell_13,2.198,37.166,43.52,51,0,1139
2026-07-23 16:34:23,Cell_14,2.246,22.721,36.4,127,0,1068
2026-07-23 16:34:23,Cell_15,2.181,27.719,60.0,66,1,1124
2026-07-23 16:34:23,Cell_16,2.227,23.731,30.76,146,0,1051
2026-07-23 16:34:23,Cell_17,2.263,38.093,39.77,191,0,1008
2026-07-23 16:34:23,Cell_18,2.293,15.314,29.37,158,0,1025
2026-07-23 16:34:23,Cell_19,2.207,33.458,36.2,130,0,1052
2026-07-23 16:34:23,Cell_2,2.228,22.238,34.2,128,0,1055
2026-07-23 16:34:23,Cell_20,2.24,15.345,32.63,147,0,1045
2026-07-23 16:34:23,Cell_21,2.227,2.063,25.12,60,0,1137
2026-07-23 16:34:23,Cell_22,2.279,41.094,45.29,163,0,1021
2026-07-23 16:34:23,Cell_23,2.194,15.556,33.9,155,0,1036
2026-07-23 16:34:23,Cell_24,2.148,32.651,38.29,179,0,1015
2026-07-23 16:34:23,Cell_25,2.215,37.871,38.79,102,0,1094
2026-07-23 16:34:23,Cell_26,2.193,33.613,40.46,197,0,990
2026-07-23 16:34:23,Cell_27,2.278,13.663,31.04,110,0,1087
2026-07-23 16:34:23,Cell_28,2.144,30.48,41.57,114,0,1069
2026-07-23 16:34:23,Cell_29,2.253,25.435,34.46,94,0,1099
2026-07-23 16:34:23,Cell_3,2.273,27.581,41.42,186,0,1010
2026-07-23 16:34:23,Cell_30,2.3,50.0,43.65,94,0,1094
2026-07-23 16:34:23,Cell_31,2.246,42.814,39.04,105,0,1095
2026-07-23 16:34:23,Cell_32,2.238,22.699,37.48,109,0,1081
2026-07-23 16:34:23,Cell_33,2.138,10.194,62.67,85,1,1054
2026-07-23 16:34:23,Cell_34,2.192,30.542,40.11,171,0,1027
2026-07-23 16:34:23,Cell_35,2.22,25.075,41.76,158,0,1041
2026-07-23 16:34:23,Cell_36,2.082,30.194,60.0,89,1,1093
2026-07-23 16:34:23,Cell_37,2.246,23.691,32.22,116,0,1083
2026-07-23 16:34:23,Cell_38,2.177,31.219,39.31,152,0,1030
2026-07-23 16:34:23,Cell_39,2.07,21.675,29.67,183,0,1014
2026-07-23 16:34:23,Cell_4,2.07,14.995,73.44,162,1,940
2026-07-23 16:34:23,Cell_40,2.217,13.625,32.14,143,0,1054
2026-07-23 16:34:23,Cell_41,2.087,30.937,36.67,149,0,1048
2026-07-23 16:34:23,Cell_42,2.181,21.877,37.74,109,0,1088
2026-07-23 16:34:23,Cell_43,2.113,21.376,26.71,151,0,1047
2026-07-23 16:34:23,Cell_44,2.224,49.683,49.1,106,0,1075
2026-07-23 16:34:23,Cell_45,2.112,29.019,34.87,128,0,1061
2026-07-23 16:34:23,Cell_46,2.248,33.663,39.26,71,0,1126
2026-07-23 16:34:23,Cell_47,2.173,23.572,38.74,153,0,1032
2026-07-23 16:34:23,Cell_48,2.3,50.0,49.35,74,0,1109
2026-07-23 16:34:23,Cell_49,2.178,27.933,37.57,151,0,1040
2026-07-23 16:34:23,Cell_5,2.217,29.208,33.92,138,0,1057
2026-07-23 16:34:23,Cell_50,1.965,29.193,60.0,199,1,990
2026-07-23 16:34:23,Cell_51,2.181,23.923,33.73,157,0,1038
2026-07-23 16:34:23,Cell_52,2.3,28.946,35.15,57,0,1135
2026-07-23 16:34:23,Cell_53,2.27,8.306,28.63,145,0,1049
2026-07-23 16:34:23,Cell_54,2.222,34.325,37.77,124,0,1058
2026-07-23 16:34:23,Cell_55,2.167,10.386,28.98,189,0,1011
2026-07-23 16:34:23,Cell_6,2.229,24.076,35.17,142,0,1051
2026-07-23 16:34:23,Cell_7,2.148,46.008,44.04,155,0,1031
2026-07-23 16:34:23,Cell_8,1.9,40.019,77.42,107,2,1027
2026-07-23 16:34:23,Cell_9,2.209,21.933,33.22,92,0,1101
2026-07-23 16:36:23,Cell_1,2.155,19.007,31.51,197,0,1003
2026-07-23 16:36:23,Cell_10,2.199,34.999,43.86,173,0,1023
2026-07-23 16:36:23,Cell_11,2.204,18.52,34.26,135,0,1048
2026-07-23 16:36:23,Cell_12,2.137,28.361,66.27,151,1,966
2026-07-23 16:36:23,Cell_13,2.259,24.281,34.94,51,0,1136
2026-07-23 16:36:23,Cell_14,2.212,20.635,35.24,127,0,1064
2026-07-23 16:36:23,Cell_15,2.236,31.397,40.03,66,0,1119
2026-07-23 16:36:23,Cell_16,2.17,29.758,37.92,146,0,1049
2026-07-23 16:36:23,Cell_17,2.193,26.443,42.69,191,0,990
2026-07-23 16:36:23,Cell_18,2.233,33.246,35.3,158,0,1032
2026-07-23 16:36:23,Cell_19,2.195,16.523,32.87,130,0,1052
2026-07-23 16:36:23,Cell_2,2.07,28.638,61.39,128,1,999
2026-07-23 16:36:23,Cell_20,2.205,39.135,43.57,147,0,1042
2026-07-23 16:36:23,Cell_21,2.225,21.183,28.89,60,0,1127
2026-07-23 16:36:23,Cell_22,2.108,19.99,36.28,163,0,1018
2026-07-23 16:36:23,Cell_23,2.259,28.703,33.29,155,0,1033
2026-07-23 16:36:23,Cell_24,2.185,18.804,33.95,179,0,1007
2026-07-23 16:36:23,Cell_25,2.176,12.675,28.51,102,0,1081
2026-07-23 16:36:23,Cell_26,2.123,32.09,36.98,197,0,993
2026-07-23 16:36:23,Cell_27,2.252,16.734,35.04,110,0,1086
2026-07-23 16:36:23,Cell_28,2.243,35.756,40.88,114,0,1078
2026-07-23 16:36:23,Cell_29,2.141,22.651,35.97,94,0,1102
2026-07-23 16:36:23,Cell_3,2.233,29.877,43.14,186,0,996
2026-07-23 16:36:23,Cell_30,2.231,30.111,37.43,94,0,1103
2026-07-23 16:36:23,Cell_31,2.2,24.845,70.47,105,1,1030
2026-07-23 16:36:23,Cell_32,2.228,36.914,40.42,109,0,1083
2026-07-23 16:36:23,Cell_33,2.147,40.429,40.45,85,0,1115
2026-07-23 16:36:23,Cell_34,2.154,24.231,32.52,172,0,1027
2026-07-23 16:36:23,Cell_35,2.139,26.584,37.03,158,0,1036
2026-07-23 16:36:23,Cell_36,1.9,42.576,81.77,90,2,1049
2026-07-23 16:36:23,Cell_37,2.137,18.938,37.72,116,0,1077
2026-07-23 16:36:23,Cell_38,2.196,36.089,41.52,152,0,1030
2026-07-23 16:36:23,Cell_39,2.196,27.834,43.47,183,0,1008
2026-07-23 16:36:23,Cell_4,2.3,16.472,30.19,162,0,1026
2026-07-23 16:36:23,Cell_40,2.226,21.344,32.18,143,0,1040
2026-07-23 16:36:23,Cell_41,2.214,18.021,34.84,149,0,1038
2026-07-23 16:36:23,Cell_42,2.106,18.533,67.97,109,1,1017
2026-07-23 16:36:23,Cell_43,2.165,16.48,32.73,151,0,1044
2026-07-23 16:36:23,Cell_44,2.176,24.03,38.98,106,0,1092
2026-07-23 16:36:23,Cell_45,2.184,13.321,34.83,128,0,1069
2026-07-23 16:36:23,Cell_46,2.144,25.841,65.86,71,1,1090
2026-07-23 16:36:23,Cell_47,2.117,19.279,34.64,153,0,1041
2026-07-23 16:36:23,Cell_48,2.177,18.087,29.81,75,0,1120
2026-07-23 16:36:23,Cell_49,2.3,32.464,34.23,151,0,1039
2026-07-23 16:36:23,Cell_5,2.169,15.227,34.21,138,0,1061
2026-07-23 16:36:23,Cell_50,2.092,24.707,41.47,200,0,985
2026-07-23 16:36:23,Cell_51,2.157,29.033,38.55,157,0,1035
2026-07-23 16:36:23,Cell_52,2.238,25.292,33.16,57,0,1124
2026-07-23 16:36:23,Cell_53,2.222,30.8,42.24,146,0,1039
2026-07-23 16:36:23,Cell_54,2.227,26.106,39.08,124,0,1067
2026-07-23 16:36:23,Cell_55,2.181,18.76,28.35,189,0,999
2026-07-23 16:36:23,Cell_6,2.14,14.24,32.35,142,0,1051
2026-07-23 16:36:23,Cell_7,2.258,21.807,33.76,155,0,1032
2026-07-23 16:36:23,Cell_8,2.217,28.922,36.1,107,0,1076
2026-07-23 16:36:23,Cell_9,2.21,28.208,37.45,92,0,1100
2026-07-23 16:38:23,Cell_1,2.196,25.732,39.68,197,0,998
2026-07-23 16:38:23,Cell_10,2.198,17.62,30.65,173,0,1018
2026-07-23 16:38:23,Cell_11,2.288,28.947,36.92,135,0,1049
2026-07-23 16:38:23,Cell_12,2.281,26.655,34.48,151,0,1033
2026-07-23 16:38:23,Cell_13,2.232,19.917,32.56,51,0,1132
2026-07-23 16:38:23,Cell_14,2.175,29.595,37.13,127,0,1066
2026-07-23 16:38:23,Cell_15,2.296,27.426,32.46,66,0,1129
2026-07-23 16:38:23,Cell_16,2.182,24.967,34.56,146,0,1041
2026-07-23 16:38:23,Cell_17,2.138,20.614,34.77,191,0,1006
2026-07-23 16:38:23,Cell_18,2.257,40.116,39.0,158,0,1030
2026-07-23 16:38:23,Cell_19,2.284,30.386,37.67,130,0,1055
2026-07-23 16:38:23,Cell_2,2.242,23.626,32.39,128,0,1064
2026-07-23 16:38:23,Cell_20,2.205,50.0,47.26,147,0,1035
2026-07-23 16:38:23,Cell_21,2.299,23.203,39.1,60,0,1123
2026-07-23 16:38:23,Cell_22,2.216,12.705,34.56,163,0,1024
2026-07-23 16:38:23,Cell_23,2.223,20.185,31.18,155,0,1037
2026-07-23 16:38:23,Cell_24,2.156,15.745,29.53,179,0,1004
2026-07-23 16:38:23,Cell_25,2.192,1.635,25.51,102,0,1087
2026-07-23 16:38:23,Cell_26,2.155,40.45,44.51,197,0,1000
2026-07-23 16:38:23,Cell_27,2.296,40.93,38.6,110,0,1085
2026-07-23 16:38:23,Cell_28,2.244,19.509,33.49,114,0,1081
2026-07-23 16:38:23,Cell_29,2.247,28.166,38.84,94,0,1094
2026-07-23 16:38:23,Cell_3,2.23,16.683,32.3,186,0,1009
2026-07-23 16:38:23,Cell_30,2.235,10.297,31.61,94,0,1089
2026-07-23 16:38:23,Cell_31,2.218,0.0,23.43,106,0,1092
2026-07-23 16:38:23,Cell_32,2.203,25.962,41.99,109,0,1072
2026-07-23 16:38:23,Cell_33,2.183,20.18,30.96,85,0,1097
2026-07-23 16:38:23,Cell_34,2.081,31.079,61.44,172,1,934
2026-07-23 16:38:23,Cell_35,2.174,16.039,31.37,158,0,1036
2026-07-23 16:38:23,Cell_36,2.275,7.372,30.5,90,0,1106
2026-07-23 16:38:23,Cell_37,1.9,50.0,82.82,116,2,1010
2026-07-23 16:38:23,Cell_38,2.249,31.44,39.5,152,0,1045
2026-07-23 16:38:23,Cell_39,2.256,13.459,36.68,183,0,1000
2026-07-23 16:38:23,Cell_4,2.209,18.24,33.07,162,0,1022
2026-07-23 16:38:23,Cell_40,2.23,14.699,32.88,143,0,1050
2026-07-23 16:38:23,Cell_41,2.239,26.041,31.27,149,0,1043
